xload,zload,max_mesh,decknodes,piernodes,time,min_d,max_d,mean_d,min_s,max_s,mean_s,shell-size,deck-size,pier-size
34.955, 12.626, 0.56, 15687, 4230, 99.39244754100037, -0.000366766, 0.00014699069361728985, -4.173678273925727e-06, -6.975510193901508, 12.128047899999999, 0.01485988400931546, 0.2002381179665043, 0.2212830825116762, 0.1216457794421897
34.955, 12.626, 0.55, 16351, 4230, 103.33347217400024, -0.000367084, 0.00014684104721219378, -4.176972584162849e-06, -6.9617361718802995, 12.450705099999999, 0.014786972941483147, 0.19373533552165143, 0.2122511199601792, 0.1216457794421897
34.955, 12.626, 0.54, 16351, 4230, 102.29433287600023, -0.000367084, 0.00014684104721219378, -4.176972584162849e-06, -6.9617361718802995, 12.450705099999999, 0.014786972941483147, 0.19373533552165143, 0.2122511199601792, 0.1216457794421897
34.955, 12.626, 0.53, 17085, 4410, 111.0206053920001, -0.000367163, 0.0001470266653433871, -4.174558410544198e-06, -6.963105246820721, 12.4517388, 0.014788794381246436, 0.18529610689097345, 0.20305357142857144, 0.11623930035587016
34.955, 12.626, 0.52, 18676, 4590, 153.68761174799965, -0.000367235, 0.00014704866534338712, -4.1759753285328496e-06, -6.966079907008272, 12.4537382, 0.0147864064277115, 0.1709379652982161, 0.1855782831030356, 0.1112929471492374
34.955, 12.626, 0.51, 19320, 4590, 131.48857197000052, -0.000367398, 0.0001470858250575902, -4.177134496468595e-06, -6.949899737584559, 12.6094415, 0.014728916136919344, 0.16631055958256594, 0.17936274252063727, 0.1112929471492374
34.955, 12.626, 0.5, 19872, 4590, 132.33812489399952, -0.000367402, 0.00014707481686885248, -4.176818611538416e-06, -6.949909104330299, 12.6094676, 0.014728267724071887, 0.16253909446930095, 0.1743572706363404, 0.1112929471492374
34.955, 12.626, 0.49, 20615, 5508, 150.7687294440002, -0.000367401, 0.0001470780686557377, -4.174918387431104e-06, -6.994735783834655, 12.826724100000002, 0.014701171684929312, 0.15225076943423427, 0.1680112293144208, 0.09299144028473279
34.955, 12.626, 0.48, 21728, 5712, 159.41336468300142, -0.000367515, 0.0001470450422670284, -4.177860530223146e-06, -6.9816897423424, 12.876809799999998, 0.014654263666858723, 0.14481400893789065, 0.15934697309417042, 0.08941484642762768
34.955, 12.626, 0.47, 22400, 5712, 200.97322162800083, -0.00036753, 0.0001470530422670284, -4.177809408816386e-06, -6.981958864783612, 12.8772315, 0.014650019721500651, 0.14131563129807378, 0.1545182769398016, 0.08941484642762768
34.955, 12.626, 0.46, 23230, 5814, 176.74856452099993, -0.000367714, 0.00014724411051184904, -4.178295864464658e-06, -6.98228966628042, 12.9341664, 0.014640870307409053, 0.13671931866746637, 0.14896506550218344, 0.0877277738535215
34.955, 12.626, 0.45, 23836, 5814, 180.39619665700047, -0.000367931, 0.00014713991884355334, -4.180474231081286e-06, -6.970079283244726, 13.234702899999998, 0.014571584765621272, 0.13391232471727202, 0.14516170212765958, 0.0877277738535215
34.955, 12.626, 0.44, 24644, 5814, 185.3615830710005, -0.00036796, 0.00014715391884355335, -4.179964718283242e-06, -6.969040309356046, 13.2349229, 0.014571134233700246, 0.1303441839041286, 0.1403827160493827, 0.0877277738535215
34.955, 12.626, 0.43, 25792, 6498, 203.6113122679999, -0.000367787, 0.00014718937233205529, -4.175057266667909e-06, -6.9802356463475075, 13.2335224, 0.014579602096513258, 0.12306071436550298, 0.13408671042804923, 0.0789549964681383
34.955, 12.626, 0.42, 26520, 6498, 204.43950800899984, -0.000367871, 0.00014730126176699856, -4.1755187058237595e-06, -6.96799816324274, 13.3855144, 0.014592043489937954, 0.12033250653518726, 0.13039140738475655, 0.0789549964681383
34.955, 12.626, 0.41, 26832, 6498, 204.46096525900066, -0.000367973, 0.00014728926176699856, -4.177162306232385e-06, -6.968429211020571, 13.5427882, 0.014548409626467635, 0.1191999566731857, 0.12886932869933135, 0.0789549964681383
34.955, 12.626, 0.4, 27878, 6726, 217.05794689300092, -0.000368052, 0.00014720135718296833, -4.178105527687269e-06, -6.956828559220833, 13.605013300000001, 0.014565001400751957, 0.1147303951198288, 0.1240021810250818, 0.07608390568747872
34.955, 12.626, 0.39, 30128, 7560, 258.588448511, -0.000367923, 0.00014726811024262296, -4.174299371721836e-06, -6.967357116113089, 13.604379699999999, 0.014567337084188574, 0.10537032249697166, 0.11467325534489714, 0.06793205864955731
34.955, 12.626, 0.38, 31584, 7560, 263.23110976300086, -0.00036803, 0.00014729177652780522, -4.175519040086577e-06, -6.967032389703833, 13.8294818, 0.014526462122058296, 0.1014294839058012, 0.10936808694815812, 0.06793205864955731
34.955, 12.626, 0.37, 32775, 7938, 280.6815640670011, -0.000368277, 0.00014732308731204202, -4.177120159676195e-06, -6.964142210107011, 13.8985793, 0.014542774257179794, 0.09743685333974524, 0.1053650852483321, 0.064477886175851
34.955, 12.626, 0.36, 34456, 7938, 302.0603626299999, -0.000368347, 0.0001472843177490915, -4.178393566062516e-06, -6.953916996077652, 14.0478695, 0.01455030625196797, 0.09354496898619644, 0.10019384967838577, 0.064477886175851
34.955, 12.626, 0.35, 35282, 8694, 324.3625674979994, -0.000368291, 0.0001473602547823692, -4.1749889143179745e-06, -6.962151487242959, 14.1690684, 0.01451659754922469, 0.09025076743548502, 0.0978403028738599, 0.05910472899452708
34.955, 12.626, 0.34, 37440, 8970, 357.7403884760024, -0.000368366, 0.00014734160000944265, -4.175717662631333e-06, -6.951860285948326, 14.240172999999999, 0.014525538239226069, 0.0854596505478458, 0.09217487638142075, 0.0571668690274934
34.955, 12.626, 0.33, 39556, 9108, 375.40607470800023, -0.000368442, 0.0001473262622691293, -4.175782966012902e-06, -6.952200699133403, 14.423939800000001, 0.014477961576500007, 0.0814590103979331, 0.0872142966712686, 0.056244822752856416
34.955, 12.626, 0.32, 40920, 9900, 416.11199841599955, -0.000368376, 0.00014735420184386602, -4.171615660201571e-06, -6.9497394629291565, 14.4368418, 0.014483097548769018, 0.07805209073849685, 0.08429831714730522, 0.051918297925712696
34.955, 12.626, 0.31, 44118, 9900, 452.70093358099984, -0.000368511, 0.00014737487307540982, -4.172110941499852e-06, -6.950158448007876, 14.676779299999998, 0.014441868200930992, 0.07339560723063566, 0.07815478372434018, 0.051918297925712696
34.955, 12.626, 0.3
