sensortype,sensorlabel,xpostruck,infline1,infline2
strains,B5,48,-0.151105962,-0.5379773105
strains,B5,49,-0.03564459925,-0.124501515325
strains,B5,50,0.03970670795,0.13432471
strains,B5,51,0.08481067985,0.271400649
strains,B5,52,0.1006638589,0.3261949225
strains,B5,53,0.0999729394,0.319926851
strains,B5,54,0.08249641075,0.268338195
strains,B5,55,0.05602485715,0.1856083655
strains,B5,56,0.02497580625,0.08619749845
strains,B5,57,-0.00593916892,-0.0153209843
strains,B5,58,-0.03236677755,-0.10480750855
strains,B5,59,-0.0514243292,-0.17092477
strains,B5,60,-0.061398468,-0.2067343185
strains,B5,61,-0.0611768758,-0.1973104255
strains,B5,62,-0.0499790003,-0.164389045
strains,B5,63,-0.02799219895,-0.09727212885
strains,B5,64,0.006636748635,0.004310901965
strains,B5,65,0.0434880917,0.12854277195
strains,B5,66,0.0809645613,0.2631033905
strains,B5,67,0.11426127915,0.37994348
strains,B5,68,0.1397586985,0.4661341315
strains,B5,69,0.156322093,0.520268608
strains,B5,70,0.163106798,0.542265991
strains,B5,71,0.160131487,0.535506184
strains,B5,72,0.1502407565,0.505105726
strains,B5,73,0.1349782825,0.456342993
strains,B5,74,0.1159972922,0.394496361
strains,B5,75,0.0934347246,0.3242030825
strains,B5,76,0.07105951445,0.246714282
strains,B5,77,0.0486233042,0.1684660925
strains,B5,78,0.02653940065,0.09702439375
strains,B5,79,0.00659473326,0.03220494055
strains,B5,80,-0.01039030887,-0.0243639379
strains,B5,81,-0.024367983825,-0.07517017425
strains,B5,82,-0.03494870015,-0.1159636799
strains,B5,83,-0.0425892739,-0.142628193
strains,B5,84,-0.04735412865,-0.159546384
strains,B5,85,-0.0493988769,-0.1671838455
strains,B5,86,-0.04898868235,-0.1663871095
strains,B5,87,-0.04652751505,-0.158525566
strains,B5,88,-0.0424311716,-0.145005952
strains,B5,89,-0.0371291425,-0.12726301475
strains,B5,90,-0.03101606105,-0.10668606265
strains,B5,91,-0.0240950395,-0.0843855465
strains,B5,92,-0.0174074367,-0.06145262115
strains,B5,93,-0.01092611383,-0.0390973294
strains,B5,94,-0.00493889177,-0.01684785415
strains,B5,95,0.0007655450305,0.0012807966915
strains,B5,96,0.005428199715,0.0166418232
strains,B5,97,0.009260499875,0.02998403895
strains,B5,98,0.01182816837,0.03907803345
strains,B5,99,0.0134835119,0.045662932
strains,B5,100,0.0141843906,0.04825917095
strains,B5,101,0.0140486965,0.0479896501
strains,B5,102,0.013190275705,0.04522161495
strains,B5,103,0.011617593535,0.0403384947
strains,B5,104,0.009945443855,0.0347961999
strains,B5,105,0.00820277059,0.02880013905
strains,B5,106,0.00631301239,0.02245114905
strains,B5,107,0.00411302511,0.0152985761
strains,B5,108,0.002151996385,0.008969566745
strains,B5,109,0.0009918802995,0.004431408285
strains,B5,110,0.0003069363195,0.00132992667
strains,B5,111,0,0
strains,B5,112,0,0
